HS_CODE_6,한국품목명_2012,한국수출금액_2012,한국수출금액_2013,한국수출금액_2014,한국수출금액_2015,한국수출금액_2016,한국수출증감률_2012,한국수출증감률_2013,한국수출증감률_2014,한국수출증감률_2015,한국수출증감률_2016,한국수입금액_2012,한국수입금액_2013,한국수입금액_2014,한국수입금액_2015,한국수입금액_2016,한국수입증감률_2012,한국수입증감률_2013,한국수입증감률_2014,한국수입증감률_2015,한국수입증감률_2016,한국수지_2012,한국수지_2013,한국수지_2014,한국수지_2015,한국수지_2016,중국품목명_2012,중국수출금액_2012,중국수출금액_2013,중국수출금액_2014,중국수출금액_2015,중국수출금액_2016,중국수출증감률_2012,중국수출증감률_2013,중국수출증감률_2014,중국수출증감률_2015,중국수출증감률_2016,중국수입금액_2012,중국수입금액_2013,중국수입금액_2014,중국수입금액_2015,중국수입금액_2016,중국수입증감률_2012,중국수입증감률_2013,중국수입증감률_2014,중국수입증감률_2015,중국수입증감률_2016,중국수지_2012,중국수지_2013,중국수지_2014,중국수지_2015,중국수지_2016,일본품목명_2012,일본수출금액_2012,일본수출금액_2013,일본수출금액_2014,일본수출금액_2015,일본수출금액_2016,일본수출증감률_2012,일본수출증감률_2013,일본수출증감률_2014,일본수출증감률_2015,일본수출증감률_2016,일본수입금액_2012,일본수입금액_2013,일본수입금액_2014,일본수입금액_2015,일본수입금액_2016,일본수입증감률_2012,일본수입증감률_2013,일본수입증감률_2014,일본수입증감률_2015,일본수입증감률_2016,일본수지_2012,일본수지_2013,일본수지_2014,일본수지_2015,일본수지_2016
940550,비전기식  램프와  조명기구,2910,2107,1724,1467,1494,-40.3,-27.6,-18.2,-14.9,1.8,5146,4878,7164,5891,6375,17.9,-5.2,46.9,-17.8,8.2,-2236,-2772,-5440,-4424,-4881,Non-electrical lamps & lighting fittings,992611,912776,813642,868961,690431,3.5,-8,-10.9,6.8,-20.5,4617,4951,5633,6238,5558,40.3,7.2,13.8,10.7,-10.9,987994,907825,808009,862723,684873,Non-electrical lamps and lighting fittings,35773,30644,813642,868961,49348,-43.2,-14.3,-10.9,6.8,-7.1,661781,781600,5633,6238,758617,-4.4,18.1,13.8,10.7,-22.4,-626008,-750956,808009,862723,-709269
920930,악기용현,1497,1552,990,1047,945,18,3.7,-36.2,5.8,-9.7,6781,7261,7632,7685,6846,17,7.1,5.1,0.7,-10.9,-5284,-5710,-6642,-6639,-5901,Musical instrument strings,6523,8168,8724,7621,6716,8.5,25.2,6.8,-12.6,-11.9,5997,5759,6537,6630,6405,2.2,-4,13.5,1.4,-3.4,526,2409,2187,991,311,Musical instruments strings,95005,78642,8724,7621,61683,-19.6,-17.2,6.8,-12.6,-24.1,2062322,2399960,6537,6630,2474410,7.5,16.4,13.5,1.4,-10.8,-1967317,-2321318,2187,991,-2412727
284920,탄화규소,1481,497,122,149,75,-14.7,-66.4,-75.5,21.8,-49.8,90142,75959,73127,61637,50902,-22.6,-15.7,-3.7,-15.7,-17.4,-88661,-75462,-73005,-61488,-50827,Carbide of silicon,274631,315687,354243,305399,283550,-44.5,14.9,12.2,-13.8,-7.2,8181,10614,9920,10192,7044,-44.3,29.8,-6.5,2.7,-30.9,266450,305073,344323,295207,276506,"Carbides of silicon, whether or not chemically defined",4406102,3772251,354243,305399,4235265,-50.7,-14.4,12.2,-13.8,-8.7,9389187,9631616,9920,10192,11065573,-57.2,2.6,-6.5,2.7,-12.4,-4983085,-5859365,344323,295207,-6830308
961800,"마네킹인형과그밖의모델형인형,자동인형과그밖의쇼윈도장식용인움직이는전시용품",1479,2857,1311,1383,3851,118,93.2,-54.1,5.4,178.5,13246,16391,15525,18091,20910,20.9,23.7,-5.3,16.5,15.6,-11767,-13534,-14214,-16708,-17059,"Tailors dummies & other lay figures, automata",332379,340920,339973,360026,302872,51.2,2.6,-0.3,5.9,-15.9,12101,10727,10047,9018,8794,-18,-11.3,-6.3,-10.2,-2.5,320278,330193,329926,351008,294078,Tailors dummies and other mannequins  automatons and other animated displays for shop window dressing,379131,536343,339973,360026,401272,-9.6,41.5,-0.3,5.9,-20.2,5967867,6857852,10047,9018,5899101,10.5,14.9,-6.3,-10.2,-19.5,-5588736,-6321509,329926,351008,-5497829
680990,"플라스틱제품 ,플라스터를  기재로  조합한  기타제품",1390,995,274,121,228,1,-28.4,-72.4,-56,89,214,351,1103,1279,921,-51.7,63.8,214,16,-28,1176,643,-829,-1159,-693,"Artices of plaster,of compo-sitions based on plaster ofother articles.",68701,74834,60548,89197,89545,19.7,8.9,-19.1,47.3,0.4,719,1616,1090,718,1458,15.2,124.6,-32.6,-34.1,103,67982,73218,59458,88479,88087,"Articles of plaster or of compositions based on plaster, nesoi",40520,44634,60548,89197,54658,-53.8,10.2,-19.1,47.3,-11.9,155966,89564,1090,718,230695,56.5,-42.6,-32.6,-34.1,24.1,-115446,-44930,59458,88479,-176037
900510,쌍안경,1379,660,934,344,8333,22.1,-52.1,41.4,-63.1,2321.3,2970,3411,2938,2762,2127,-4.9,14.9,-13.9,-6,-23,-1591,-2752,-2004,-2418,6206,Binoculars,189250,200195,187410,188144,174133,23,5.8,-6.4,0.4,-7.4,6117,6220,7363,5433,5492,42.8,1.7,18.4,-26.2,1.1,183133,193975,180047,182711,168641,Binoculars,3056674,3270204,187410,188144,3067657,-4.4,7,-6.4,0.4,-14.6,2136428,2609265,7363,5433,2995403,4.2,22.1,18.4,-26.2,8.3,920246,660939,180047,182711,72254
121229,기타,1374,2032,1195,820,397,0,47.9,-41.2,-31.4,-51.6,703,1274,1855,2137,2018,0,81.1,45.7,15.2,-5.6,671,758,-660,-1317,-1621,Other,1352,984,1317,2949,1896,0,-27.2,33.8,123.9,-35.7,131937,189766,157973,94839,106485,0,43.8,-16.8,-40,12.3,-130585,-188782,-156656,-91890,-104589,Other,84912,104469,1317,2949,179177,0,23,33.8,123.9,20.5,2566249,3516487,157973,94839,2992610,0,37,-16.8,-40,-11.9,-2481337,-3412018,-156656,-91890,-2813433
71080,그밖의채소,1346,1086,1213,1065,840,2.7,-19.3,11.7,-12.2,-21.2,176595,172476,181420,182121,206031,-12.4,-2.3,5.2,0.4,13.1,-175249,-171391,-180207,-181056,-205191,"Other vegetables uncooked, cooked by steaming or boiling inwater",643269,629557,674250,653127,720313,-4.7,-2.1,7.1,-3.1,10.3,244,551,817,509,576,-36,125.4,48.4,-37.8,13.1,643025,629006,673433,652618,719737,"Vegetables, nesoi, uncooked or cooked by steaming or boiling in water, frozen",34450,30373,674250,653127,20080,-3.1,-11.8,7.1,-3.1,-35.5,30078447,36816866,817,509,44529018,16.3,22.4,48.4,-37.8,-6.2,-30043997,-36786493,673433,652618,-44508938
680430,수지석,1338,997,2246,1259,1671,-9.1,-25.5,125.3,-44,32.7,2235,2333,2284,2309,3696,53.8,4.4,-2.1,1.1,60.1,-897,-1336,-38,-1050,-2025,H& sharpening or polishing stones,37308,41818,75024,43893,44096,20.4,12.1,79.4,-41.5,0.5,7152,6722,7214,5853,5771,-4.1,-6,7.3,-18.9,-1.4,30156,35096,67810,38040,38325,Hand sharpening or polishing stones,973929,1005364,75024,43893,1261728,2.8,3.2,79.4,-41.5,-4.5,357359,435319,7214,5853,618824,18.8,21.8,7.3,-18.9,-14,616570,570045,67810,38040,642904
840219,그밖의증기발생보일러(복합보일러를포함한다),294370,91374,164485,77062,56992,212.7,-69,80,-53.1,-26,55395,66135,51204,49404,93052,-18,19.4,-22.6,-3.5,88.4,238975,25238,113281,27658,-36060,"Other vapour generating boilers, including hybrid boilers",124445,178603,111163,176665,103335,33.6,43.5,-37.8,58.9,-41.5,39561,26441,21012,16956,24289,-28.6,-33.2,-20.5,-19.3,43.2,84884,152162,90151,159709,79046,"Vapor generating boilers, nesoi, including hybrid boilers",631525,2402974,111163,176665,896877,-25.4,280.5,-37.8,58.9,-5.9,123157,390215,21012,16956,73877,41.9,216.8,-20.5,-19.3,-84.6,508368,2012759,90151,159709,823000
850819,기타,280898,251589,26853,11705,13015,-16.3,-10.4,-89.3,-56.4,11.2,29676,28068,24603,30998,25944,-6.6,-5.4,-12.3,26,-16.3,251222,223520,2250,-19294,-12929,"Other wacuum cleaners,self-contained electric motor",755963,774557,675231,385928,343406,-0.4,2.5,-12.8,-42.8,-11,9597,13672,14540,11415,10573,-14.4,42.5,6.3,-21.5,-7.4,746366,760885,660691,374513,332833,"Vacuum cleaners with self-contained electric motor, n.e.s",970919,1064142,675231,385928,1623929,-47.3,9.6,-12.8,-42.8,-16.1,898879,3312826,14540,11415,1110627,27,268.6,6.3,-21.5,-19.4,72040,-2248684,660691,374513,513302
840690,부분품,254344,217302,81569,155268,115299,68.7,-14.6,-62.5,90.4,-25.7,135827,273454,222354,333191,121381,-19.9,101.3,-18.7,49.8,-63.6,118517,-56153,-140785,-177923,-6082,Parts of steam turbines & other vapour turbines,999648,1099124,1075289,509347,611584,-25.9,10,-2.2,-52.6,20.1,467746,247885,202901,222077,206170,-21.1,-47,-18.1,9.5,-7.2,531902,851239,872388,287270,405414,Parts for steam and other vapor turbines,77366636,101801406,1075289,509347,95741004,-25.5,31.6,-2.2,-52.6,-28.6,9915342,15442265,202901,222077,10320853,-0.3,55.7,-18.1,9.5,-30.1,67451294,86359141,872388,287270,85420151
842139,기타,247151,347986,373814,428745,386142,34.8,40.8,7.4,14.7,-9.9,220068,347797,271980,318374,341221,7.6,58,-21.8,17.1,7.2,27083,188,101834,110370,44921,Other filtering or purifying machinery & apparatus for gases,923675,1178024,1474348,1331855,1930982,10.4,27.5,25.2,-9.7,45,832003,1022130,1107931,893397,856478,-17.4,22.9,8.4,-19.4,-4.1,91672,155894,366417,438458,1074504,"Filtering or purifying machinery and apparatus for gases, nesoi",44986523,48563094,1474348,1331855,42905435,-19.6,8,25.2,-9.7,-0.7,45367780,56422416,1107931,893397,44769260,-2.6,24.4,8.4,-19.4,-11.4,-381257,-7859322,366417,438458,-1863825
853529,기타,241153,295635,392226,247625,165955,37.5,22.6,32.7,-36.9,-33,5696,15583,12896,5059,3138,126,173.6,-17.2,-60.8,-38,235457,280052,379330,242566,162817,Other automatic circuit breaker,75327,59113,112706,106176,98380,1.4,-21.5,90.7,-5.8,-7.3,22575,38208,22313,37186,69058,-23.8,69.2,-41.6,66.7,85.7,52752,20905,90393,68990,29322,Automatic circuit breakers for a voltage of 72.5 kv or more,4494175,2676990,112706,106176,5873465,-59.5,-40.4,90.7,-5.8,23.2,381416,424738,22313,37186,775377,-40.6,11.4,-41.6,66.7,-44.2,4112759,2252252,90393,68990,5098088
370790,기타,236773,221101,312175,392313,476339,12.5,-6.6,41.2,25.7,21.4,576080,474225,422832,352465,344565,2.6,-17.7,-10.8,-16.6,-2.2,-339307,-253125,-110657,39847,131774,Other chemical preparations & unmixed products for photographic uses,361985,345671,352355,329636,299471,17.3,-4.5,1.9,-6.4,-9.2,810113,787268,691098,569238,532590,5.2,-2.8,-12.2,-17.6,-6.4,-448128,-441597,-338743,-239602,-233119,"Chemical preparation for photographic uses and unmixed products for photographic uses, in measured doses or put up for retail sale, nesoi",217964462,257249363,352355,329636,280087201,-1.8,18,1.9,-6.4,-1.8,4326628,4542340,691098,569238,4634372,-4.7,5,-12.2,-17.6,1,213637834,252707023,-338743,-239602,275452829
220290,기타,235985,242985,271412,275034,301552,26.4,3,11.7,1.3,9.6,28872,36632,37591,45764,47152,1.4,26.9,2.6,21.7,3,207113,206352,233821,229270,254400,Other non-alcoholic beverages other than fruit or vegetable juices,93671,116191,130016,151627,,5.4,24,11.9,16.6,,85658,139934,203269,317640,,48.8,63.4,45.3,56.3,,8013,-23743,-73253,-166013,,"Nonalcoholic beverages, nesoi (including milk-based drinks and nonalcoholic beer)",7859113,6157026,130016,151627,,37.9,-21.7,11.9,16.6,,16293583,18770507,203269,317640,,36.1,15.2,45.3,56.3,,-8434470,-12613481,-73253,-166013,
811100,망간과  그  제품 (우에스트 .스크랩  포함 ),1297,1510,3103,2092,2743,-31.6,16.4,105.5,-32.6,31.1,177559,106462,155062,151685,150271,-53.4,-40,45.7,-2.2,-0.9,-176262,-104953,-151959,-149594,-147528,"Manganese & articles thereof, including waste & scrap",343216,574683,723398,592479,584538,-35.4,67.4,25.9,-18.1,-1.3,7681,7332,8355,7364,9189,-26.1,-4.6,14,-11.9,24.8,335535,567351,715043,585115,575349,"Manganese and artcles thereof, including waste and scrap",267265,592585,723398,592479,498033,-27,121.7,25.9,-18.1,2.5,11563774,12627165,8355,7364,15274817,-33.1,9.2,14,-11.9,0.5,-11296509,-12034580,715043,585115,-14776784
846596,스플리팅(splitting)기ㆍ슬라이싱(slicing)기ㆍ박피기,1255,1734,1088,1738,1069,73.5,38.1,-37.3,59.8,-38.5,366,1081,1206,1507,2058,-18.7,195.3,11.6,24.9,36.6,889,652,-118,231,-989,"Splitting,slicing or paring machines",68210,80474,180700,160449,140633,-8,18,124.5,-11.2,-12.4,75170,55168,41684,31186,25947,-15,-26.6,-24.4,-25.2,-16.8,-6960,25306,139016,129263,114686,"Splitting, slicing or paring machines for working wood, cork, bone, hard rubber, hard plastics or similar hard materials",1758269,849329,180700,160449,442169,-60.1,-51.7,124.5,-11.2,544,478475,509574,41684,31186,533658,48,6.5,-24.4,-25.2,-15.3,1279794,339755,139016,129263,-91489
284321,질산은,1218,1286,889,104,47,165.9,5.5,-30.9,-88.3,-54.4,494,325,408,280,521,19.1,-34.2,25.6,-31.3,86.1,724,960,481,-177,-474,Silver nitrate,253,1289,172,99,253,795.4,409.1,-86.7,-42.6,157.1,617,455,919,390,640,-48.9,-26.3,102,-57.6,64.2,-364,834,-747,-291,-387,Silver nitrate,60818,62538,172,99,42210,-46.8,2.8,-86.7,-42.6,29.8,0,2376,919,390,980,0,0,102,-57.6,0,60818,60162,-747,-291,41230
410711,"풀 그레인, 언스프릿",2870,1735,2395,1395,1691,-46.9,-39.6,38.1,-41.8,21.3,22829,23814,26811,27056,24598,57.4,4.3,12.6,0.9,-9.1,-19959,-22080,-24416,-25661,-22907,"Full grains, unsplit",363,257,132,199,71,29.6,-29.1,-48.7,50.5,-64.4,15423,17028,14954,13332,14397,-28.2,10.4,-12.2,-10.8,8,-15060,-16771,-14822,-13133,-14326,"Full grains, unsplit",454552,432648,132,199,243679,119.8,-4.8,-48.7,50.5,-16.9,637583,821212,14954,13332,498540,51.7,28.8,-12.2,-10.8,-25.5,-183031,-388564,-14822,-13133,-254861
731990,기타,2836,1810,1525,1913,2604,63.8,-36.2,-15.7,25.4,36.2,6250,6938,6682,7221,5258,3.8,11,-3.7,8.1,-27.2,-3414,-5128,-5157,-5309,-2654,"Other,bodkins, crochet hooks, for use in the h&, or iron or steel",38269,40022,42328,44123,46798,26.8,4.6,5.8,4.2,6.1,8149,8112,9362,8659,8597,4,-0.5,15.4,-7.5,-0.7,30120,31910,32966,35464,38201,"Knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles for use in the hand, of iron or steel, nesoi",666555,870583,42328,44123,932097,47.7,30.6,5.8,4.2,-19.7,158264,197771,9362,8659,286478,22.1,25,15.4,-7.5,0.2,508291,672812,32966,35464,645619
620444,재생 .반합성섬유재의  여자용  드레스 (직물제 ),2738,3046,2942,3309,2293,-44.9,11.2,-3.4,12.5,-30.7,13186,13169,17888,18959,17378,31.3,-0.1,35.8,6,-8.3,-10448,-10124,-14946,-15651,-15085,"Womens or girls dresses, ofartficial fibres",386388,499602,490172,603252,634983,10.9,29.3,-1.9,23.1,5.3,27312,39317,56381,66304,56157,34.8,44,43.4,17.6,-15.3,359076,460285,433791,536948,578826,"Womens or girls dresses of artificial fibers, not knitted or crocheted",127690,148557,490172,603252,174215,11.4,16.3,-1.9,23.1,4.4,7480034,9333004,56381,66304,7240733,6.9,24.8,43.4,17.6,-2.4,-7352344,-9184447,433791,536948,-7066518
880310,프로펠러와  로터  및  이들의  부분품,2664,2160,3437,2822,4498,351.9,-18.9,59.1,-17.9,59.4,15734,14858,23907,17098,17911,49.5,-5.6,60.9,-28.5,4.8,-13070,-12699,-20470,-14276,-13413,Propellers & rotors & parts thereof,7939,12511,11065,10697,17936,4.9,57.6,-11.6,-3.3,67.7,12975,18111,15528,18303,20716,74,39.6,-14.3,17.9,13.2,-5036,-5600,-4463,-7606,-2780,"Propellers and rotors and parts thereof, for balloons, gliders, other aircraft and spacecraft, etc.",249424,160491,11065,10697,205352,292,-35.7,-11.6,-3.3,-27.5,8348073,8550358,15528,18303,9177419,6.2,2.4,-14.3,17.9,-20.2,-8098649,-8389867,-4463,-7606,-8972067
400239,기타,2479,3650,523,1435,1332,-59.3,47.2,-85.7,174.6,-7.2,157990,168331,137457,132476,101484,1.6,6.5,-18.3,-3.6,-23.4,-155511,-164681,-136934,-131041,-100152,Halo-isobutene-isoprene rubber ciir,3980,3520,5257,7420,13088,-30.2,-11.5,49.3,41.1,76.4,932757,867858,823432,575019,502015,16,-7,-5.1,-30.2,-12.7,-928777,-864338,-818175,-567599,-488927,"Halo-isobutene-isoprene rubber (ciir or biir) in primary forms or in plates, sheets or strip",8079537,13950621,5257,7420,8603145,12.4,72.7,49.3,41.1,9,6111567,7710421,823432,575019,2581542,6.6,26.2,-5.1,-30.2,-42.9,1967970,6240200,-818175,-567599,6021603
851920,코인ㆍ은행권ㆍ은행카드ㆍ토큰이나그밖의지급수단으로작동하는기기,2313,4497,6132,4123,5736,27277.7,94.4,36.3,-32.8,39.1,35,36,11,29,23,-16.9,3.8,-68.8,155.4,-20.7,2278,4460,6121,4094,5713,Sound recording/reproducing app. by coins or other means of payment,152,185,145,120,45,26.2,22,-21.6,-17,-62.4,184,0,1,10,0,24854.5,-100,0,739.5,-100,-32,185,144,110,45,"Apparatus operated by coins, banknotes, bank cards, tokens or by other means of payment",2295,250,145,120,579,-57.4,-89.1,-21.6,-17,-27.5,9404,12233,1,10,17367,-35.9,30.1,0,739.5,341.8,-7109,-11983,144,110,-16788
30381,곱상어와그밖의상어,2228,1770,1529,851,395,0,-20.6,-13.6,-44.3,-53.6,2786,5248,8213,5851,8448,0,88.3,56.5,-28.8,44.4,-558,-3479,-6684,-5000,-8053,Dogfish and other sharks,19997,48748,19747,13557,8037,0,143.8,-59.5,-31.3,-40.7,10802,8379,7730,9326,7947,0,-22.4,-7.7,20.6,-14.8,9195,40369,12017,4231,90,Dogfish and other sharks,545921,687928,19747,13557,723096,0,26,-59.5,-31.3,-11.1,1217661,1259226,7730,9326,1530930,0,3.4,-7.7,20.6,7.8,-671740,-571298,12017,4231,-807834
392220,변기용  시이트와  커버 (플라스틱제 ),2147,1710,1978,1980,3739,-20.1,-20.3,15.7,0.1,88.8,756,1014,1145,894,1725,-5.5,34.2,12.9,-21.9,92.8,1391,696,833,1085,2014,"Lavatory-seats & covers, ofplastics",329195,319368,362531,376279,322396,41.4,-3,13.5,3.8,-14.3,5822,5747,5039,3726,5001,-31.8,-1.3,-12.3,-26.1,34.2,323373,313621,357492,372553,317395,"Lavatory seats and covers, of plastics",284254,210227,362531,376279,567797,-13.6,-26,13.5,3.8,103.1,884693,946451,5039,3726,907509,5.7,7,-12.3,-26.1,-7.4,-600439,-736224,357492,372553,-339712
910219,기타,2087,2786,3786,2548,1386,8.9,33.5,35.9,-32.7,-45.6,75172,81768,101595,106197,89383,-0.1,8.8,24.2,4.5,-15.8,-73085,-78983,-97809,-103649,-87997,Other wrist-watches,260033,299599,320880,344861,309571,79.8,15.2,7.1,7.5,-10.2,31042,50756,73213,85781,89774,1.9,63.5,44.2,17.2,4.7,228991,248843,247667,259080,219797,"Wrist watches, battery powered, with cases of materials (except of or clad with precious metal) nesoi, with display nesoi",3307219,1325445,320880,344861,2678314,67.3,-59.9,7.1,7.5,-2,3880742,4462679,73213,85781,6553697,-15.6,15,44.2,17.2,-7.9,-573523,-3137234,247667,259080,-3875383
70999,기타,2013,1551,1539,1120,1106,0,-22.9,-0.8,-27.2,-1.3,16014,15740,14269,15774,18516,0,-1.7,-9.3,10.5,17.4,-14001,-14189,-12730,-14655,-17410,Other,147322,181518,255441,295231,360128,0,23.2,40.7,15.6,22,61,68,0,0,3,0,10.3,-99.9,264.5,1137.2,147261,181450,255441,295231,360125,Other,92298,125623,255441,295231,250925,0,36.1,40.7,15.6,29,3887829,4146789,0,0,4855284,0,6.7,-99.9,264.5,4.6,-3795531,-4021166,255441,295231,-4604359
441840,콘크리트구조물  작업용의  셧터 (목제의것 ),2009,1152,841,1631,711,795.9,-42.6,-27.1,94,-56.4,1443,409,295,274,160,570.7,-71.6,-27.8,-7.4,-41.5,566,743,546,1357,551,"Shuttering for concrete constructional work, of wood",14076,13710,18637,27056,22636,-34.4,-2.6,35.9,45.2,-16.3,278,850,1554,1119,1615,-79.2,205.8,82.9,-28,44.3,13798,12860,17083,25937,21021,"Formwork (shuttering) for concrete constructional work, of wood",5854,21961,18637,27056,29709,-16.9,275.1,35.9,45.2,690.1,337136,322152,1554,1119,198284,94.8,-4.4,82.9,-28,-56.3,-331282,-300191,17083,25937,-168575
711031,로듐 (가공하지  않거나  분상의  것 ),1977,7793,20661,18206,11614,-34.1,294.2,165.1,-11.9,-36.2,49169,36927,37322,30850,16364,-45.6,-24.9,1.1,-17.3,-47,-47192,-29135,-16661,-12644,-4750,"Rhodium, unwrought or in powder form",6377,7535,1705,274,306,-48,18.2,-77.4,-83.9,11.6,188257,175676,301889,176692,108432,-40,-6.7,71.8,-41.5,-38.6,-181880,-168141,-300184,-176418,-108126,"Rhodium, unwrought or in powder form",2201710,1728113,1705,274,249931,-45.9,-21.5,-77.4,-83.9,-84.7,18509509,16469784,301889,176692,13930081,-60.6,-11,71.8,-41.5,-14.5,-16307799,-14741671,-300184,-176418,-13680150
550319,기타,1894,2044,2868,2537,1732,-27.7,7.9,40.4,-11.6,-31.7,3664,3914,3757,2735,4300,15.7,6.8,-4,-27.2,57.3,-1770,-1871,-889,-199,-2568,"Synthetic staple fibres, of nylon or other polyamides, not carded, etc",6342,7450,8030,8241,7369,-24.3,17.5,7.8,2.6,-10.6,45566,43651,44537,41008,38462,-6.9,-4.2,2,-7.9,-6.2,-39224,-36201,-36507,-32767,-31093,"Staple fibres, not carded, combed or otherwise processed for spinning, of nylon or other polyamides, other than of aramids",138571,232085,8030,8241,233765,-16.8,67.5,7.8,2.6,-17.9,749288,776046,44537,41008,714468,-10.2,3.6,2,-7.9,-9.5,-610717,-543961,-36507,-32767,-480703
851640,전기다리미,1800,1437,1361,869,1098,-27.1,-20.2,-5.3,-36.2,26.4,12729,25482,16703,21166,24170,-31.5,100.2,-34.5,26.7,14.2,-10929,-24045,-15342,-20298,-23072,Electric smoothing irons,785584,846038,929511,899283,822950,3.7,7.7,9.9,-3.3,-8.5,9164,10472,6876,3066,5238,108.3,14.3,-34.3,-55.4,70.8,776420,835566,922635,896217,817712,Electric flatirons,1592982,1669907,929511,899283,1891496,-1.4,4.8,9.9,-3.3,-10.2,3898162,4226083,6876,3066,6490899,25.9,8.4,-34.3,-55.4,-15.3,-2305180,-2556176,922635,896217,-4599403
850680,그밖의일차전지,1739,1459,1197,1559,1811,-25.2,-16.1,-17.9,30.2,16.1,7215,9190,11061,11511,8646,-11.6,27.4,20.4,4.1,-24.9,-5476,-7732,-9864,-9952,-6835,Other primary cells & primary batteries,1700,2497,2319,2015,2133,29.4,46.9,-7.1,-13.1,5.9,4278,4190,5428,1183,495,-58.5,-2.1,29.6,-78.2,-58.2,-2578,-1693,-3109,832,1638,"Other primary cells & primarybatteries, not exceeding 300cm3",1141822,842056,2319,2015,557169,71.6,-26.3,-7.1,-13.1,-49.5,246972,670833,5428,1183,569117,-46.2,171.6,29.6,-78.2,-7.2,894850,171223,-3109,832,-11948
691090,기타  도자제의  설겆이통 .세면대 .목욕통 .비데  및  유사한  위생용품,1670,1184,1743,1138,468,38.5,-29.1,47.2,-34.7,-58.9,4218,4969,3427,2189,2429,-32.5,17.8,-31,-36.1,11,-2548,-3786,-1684,-1052,-1961,"Other ceramic sinks, wash basins, baths, bidets, water closet pans",15720,29685,67323,125888,66173,29.5,88.8,126.8,87,-47.4,4080,3539,4532,3512,4189,11.2,-13.3,28.1,-22.5,19.3,11640,26146,62791,122376,61984,"Ceramic sanitary fixtures (sinks, washbasins, baths, water closet bowls and tanks, etc.), of other than porcelain or china, nesoi",1632088,1476222,67323,125888,1568370,-15,-9.6,126.8,87,-5.6,7879673,10662629,4532,3512,11159461,0.2,35.3,28.1,-22.5,-17.4,-6247585,-9186407,62791,122376,-9591091
180632,속을채우지않은것,1635,2157,2182,2554,5113,-7.8,31.9,1.2,17,100.2,11290,14740,12021,13822,35359,-22.3,30.6,-18.4,15,155.8,-9655,-12583,-9839,-11269,-30246,"Food preparations containing cocoa in block, slab, bar form,not filled",21388,23181,23940,22156,23929,13.6,8.4,3.3,-7.5,8,25839,38197,39937,49874,43757,15.2,47.8,4.6,24.9,-12.3,-4451,-15016,-15997,-27718,-19828,"Chocolate and other cocoa preparations in blocks, slabs or bars, weighing 2 kg or less, not filled",2072209,2544649,23940,22156,4854971,1.5,22.8,3.3,-7.5,5.6,9804332,12963193,39937,49874,15351977,18.8,32.2,4.6,24.9,0.3,-7732123,-10418544,-15997,-27718,-10497006
843061,탬핑용  또는  콤팩팅용의  기계 (자주식이  아닌  것 ),1615,1944,1622,1953,1437,-18.3,20.4,-16.6,20.4,-26.4,54,81,130,135,234,-47.6,51.8,59.4,4,73.6,1561,1862,1492,1818,1203,"Tamping or compacting machinery, not self-propelled",68295,85713,87848,67455,68171,-11.3,25.5,2.5,-23.2,1.1,13398,18317,15202,15001,16672,-30.1,36.7,-17,-1.3,11.1,54897,67396,72646,52454,51499,"Tamping or compacting machinery, not self-propelled",1606034,1621879,87848,67455,1940925,-14.7,1,2.5,-23.2,3.5,608446,500803,15202,15001,366048,607.5,-17.7,-17,-1.3,9.3,997588,1121076,72646,52454,1574877
282890,기타,1609,1608,903,243,423,1.2,-0.1,-43.8,-73.1,74.2,479,666,1691,1490,1400,52.6,39.2,153.9,-11.9,-6.1,1130,941,-788,-1248,-977,"Hypochlorites, chlorites, hypobromites",25931,27721,38196,37079,41545,-1,6.9,37.8,-2.9,12,9911,10954,14316,14522,16049,19.1,10.5,30.7,1.4,10.5,16020,16767,23880,22557,25496,"Hypochlorites, chlorites, and hypobromites, nesoi",808402,1007464,38196,37079,2724607,21.3,24.6,37.8,-2.9,5.6,137988,151037,14316,14522,164687,-11,9.5,30.7,1.4,-13.5,670414,856427,23880,22557,2559920
190532,와플과 웨이퍼,1602,1474,1347,2756,3171,33.8,-8,-8.6,104.7,15.1,12012,15766,28788,28411,30594,24.2,31.2,82.6,-1.3,7.7,-10410,-14293,-27441,-25656,-27423,Waffles & wafers,15650,19566,15380,14957,19995,-6.5,25,-21.4,-2.8,33.7,19405,31164,40633,66249,123221,55.2,60.6,30.4,63,86,-3755,-11598,-25253,-51292,-103226,Waffles and wafers,140889,265906,15380,14957,944763,3.7,88.7,-21.4,-2.8,23.2,980664,1228817,40633,66249,1349975,36.7,25.3,30.4,63,0.9,-839775,-962911,-25253,-51292,-405212
880220,"자체중량이2,000킬로그램이하인비행기와그밖의항공기",1560,296,1266,42,963,1236.3,-81,327.1,-96.7,2172.3,4404,29514,11744,16399,11897,-0.3,570.2,-60.2,39.6,-27.5,-2844,-29218,-10478,-16357,-10934,"Aeroplanes & other aircraft, of an unladen weight not exceeding 2,000kg",9642,535,61990,514769,1000573,-25.5,-94.4,11482.2,730.4,94.4,33202,39029,59131,116936,77191,14.3,17.5,51.5,97.8,-34,-23560,-38494,2859,397833,923382,"Airplanes and other aircraft nesoi, of an unladen weight not exceeding 2,000 kg",0,18180,61990,514769,1868,-100,0,11482.2,730.4,-35.1,948003,1343251,59131,116936,1423159,39.8,41.7,51.5,97.8,47.8,-948003,-1325071,2859,397833,-1421291
